Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link
"340sqm Alabang West Lots for Sale in Almanza Dos, Las Pinas City","Almanza Dos, Las Pinas",Land,"Land,residential-lot",340,None,None,None,None,121.0078767,14.4023926,None,25500000,https://www.lamudi.com.ph/340sqm-alabang-west-lots-for-sale-in-almanza-dos-las-pinas-city.html
"325 sqm Lot for Sale in Alabang West, Almanza Dos, Las Pinas","Almanza Dos, Las Pinas",Land,"Land,residential-lot",325,None,None,None,None,121.0078767,14.4023926,None,24375000,https://www.lamudi.com.ph/325-sqm-lot-for-sale-in-alabang-west-almanza-dos-las-pinas.html
3 Bedroom Unit with One Parking & Balcony for sale at Arca South in Taguig City,"Western Bicutan, Taguig",Condominium,"Condominium,3-bedroom",None,110,1,3,3,121.036376,14.517219,Arca South,40000000,https://www.lamudi.com.ph/3-bedroom-unit-with-one-parking-balcony-for-sale-at-arca-south-in-taguig-city.html
For Sale Overlooking Luxurious Modern Smart Home w/ 6-Bedroom in Southhills Tisa,"Tisa, Cebu",House,"House,single-family-house",238,800,6,6,6,123.86984,10.304145,None,45000000,https://www.lamudi.com.ph/for-sale-overlooking-luxurious-modern-smart-home-w-6-bedroom-in-southhills-tisa.html
"For Sale! 2 Storey Zen Type House & Lot in Ayala Southvale Sonera, Las Pinas","Almanza Dos, Las Pinas",House,"House,single-family-house",353,400,4,4,7,121.0078767,14.4023926,None,64000000,https://www.lamudi.com.ph/for-sale-2-storey-zen-type-house-lot-in-ayala-southvale-sonera-las-pinas.html
"Very Prime Commercial Lot For Sale in Mandaue, Cebu. near San Miguel Building.","Guizo, Mandaue",Land,"Land,commercial-lot",4640,None,None,None,None,123.9366229,10.3296315,None,324800000,https://www.lamudi.com.ph/very-prime-commercial-lot-for-sale-in-mandaue-cebu-near-san-miguel-building.html
Serin Tagaytay 2 Bedroom with Balcony Condominium For Sale Best Buy Property,"Silang Junction South, Tagaytay",Condominium,"Condominium,double-bedroom",None,71,None,2,2,120.960567,14.105295,Serin,11500000,https://www.lamudi.com.ph/serin-tagaytay-2-bedroom-with-balcony-condominium-for-sale-best-buy-property.html
"For Sale Commercial Lot in Angeles City ideal for hotels, condos, restos","Malabanias, Angeles",Land,"Land,commercial-lot",472,None,None,None,None,120.601831,15.159385,None,21240000,https://www.lamudi.com.ph/for-sale-commercial-lot-in-angeles-city-ideal-for-hotels-condos-restos.html
"Discounted Promo-Commercial Lot For Sale in Capital Town, San Fernando Pampanga","Santo Nino, San Fernando",Land,"Land,commercial-lot",280,None,None,None,None,120.709017,15.29195,None,22954500,https://www.lamudi.com.ph/discounted-promo-commercial-lot-for-sale-in-capital-town-san-fernando-pampanga.html
Rare Wide Frontage Vacant Lot for Sale in Ayala Westgrove with views of Mountain,"Inchican, Silang",Land,"Land,residential-lot",481,None,None,None,None,121.0384526,14.2363657,None,19240000,https://www.lamudi.com.ph/rare-wide-frontage-vacant-lot-for-sale-in-ayala-westgrove-with-views-of-mountain.html
Residential house and lot For Sale in Dipolog,"Turno, Dipolog",House,"House,single-family-house",1190,150,1,1,3,123.365081,8.577705,None,38000000,https://www.lamudi.com.ph/residential-house-and-lot-for-sale-in-dipolog.html
Big Cut House For Sale in Dasmarinas Village Makati,"Dasmarinas, Makati",House,"House,single-family-house",1636,1000,7,5,5,121.024909,14.539577,None,605320000,https://www.lamudi.com.ph/big-cut-house-for-sale-in-dasmarinas-village-makati.html
"House and Lot for Sale in White Plains, Quezon City, Metro Manila","White Plains, Quezon City",House,"House,single-family-house",599,600,None,4,4,121.0711795,14.6060344,None,117500000,https://www.lamudi.com.ph/house-and-lot-for-sale-in-white-plains-quezon-city-metro-manila.html
"BRAND NEW HOUSE & LOT for Sale in Tagaytay Executive Village, Tagaytay City","San Jose, Tagaytay",House,"House,single-family-house",264,280,2,4,5,120.9661056,14.1189304,None,17000000,https://www.lamudi.com.ph/brand-new-house-lot-for-sale-in-tagaytay-executive-village-tagaytay-city.html
Duplex House for sale in Las Pinas City near at Las Pinas City Hall,"Talon Dos, Las Pinas",House,"House,townhouse",80,115,1,4,3,120.985214,14.438526,None,6000000,https://www.lamudi.com.ph/duplex-house-for-sale-in-las-pinas-city-near-at-las-pinas-city-hall.html
"Lot property for sale in San Paulo, San Nicolas, Ilocos Norte","San Paulo, San Nicolas",Land,"Land,agricutural-lot",8364,None,None,None,None,120.5955962,18.1669989,None,7000000,https://www.lamudi.com.ph/lot-property-for-sale-in-san-paulo-san-nicolas-ilocos-norte.html
"Sacrifice For sale in Laguna Bel Air Phase 3, Binan, Laguna","Ganado, Binan",Land,"Land,residential-lot",144,None,None,None,None,121.89314,14.260047,None,1872000,https://www.lamudi.com.ph/sacrifice-for-sale-in-laguna-bel-air-phase-3-binan-laguna.html
"Dazzling Modern Homes For Sale In BF Homes, Paranaque","B.F. Homes, Paranaque",House,"House,townhouse",179,252,2,4,4,121.0245799,14.4521766,None,22400000,https://www.lamudi.com.ph/dazzling-modern-homes-for-sale-in-bf-homes-paranaque.html
For Sale Brand New House and Lot In Imus City Cavite,"Anabu II-A, Imus",House,"House,single-family-house",128,169.44,2,3,3,120.9356405,14.3841135,None,8600000,https://www.lamudi.com.ph/for-sale-brand-new-house-and-lot-in-imus-city-cavite.html
"2-Storey Zen Type House for Sale in Ayala Sonera, Southvale Las Pinas","Almanza Dos, Las Pinas",House,"House,single-family-house",353,400,4,4,7,121.0078767,14.4023926,None,64000000,https://www.lamudi.com.ph/2-storey-zen-type-house-for-sale-in-ayala-sonera-southvale-las-pinas.html
For Sale 5 Storey Commercial Building with Full Roof Deck in A Prime Location,"Ayala Avenue, Makati",Commercial,"Commercial,building",436,2252.32,None,None,None,121.0218,14.55659,None,140000000,https://www.lamudi.com.ph/for-sale-5-storey-commercial-building-with-full-roof-deck-in-a-prime-location-7.html
"For Sale: Park West BGC 1 bedroom in Fort Bonifacio, Taguig","Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",None,36,None,1,1,121.0518,14.55795,Park West,8500000,https://www.lamudi.com.ph/for-sale-park-west-bgc-1-bedroom-in-fort-bonifacio-taguig.html
"Poblacion Pagulayan St., Makati City","Poblacion, Makati",Land,"Land,residential-lot",169,None,None,None,None,121.032076,14.56568,None,41000000,https://www.lamudi.com.ph/poblacion-pagulayan-st-makati-city.html
"5BR House for Sale in Forbes Park, Makati - RS4071382","Forbes Park, Makati",House,"House,single-family-house",2158,1800,10,5,6,121.037774,14.5464,None,1600000000,https://www.lamudi.com.ph/5br-house-for-sale-in-forbes-park-makati-rs4071382.html
"4BR Condo for Sale in Discovery Primea, Urdaneta Village, Makati - RS3914781","Urdaneta, Makati",Condominium,"Condominium,4-bedroom",None,409,3,4,4,121.027093,14.5530413,Discovery Primea,158000000,https://www.lamudi.com.ph/4br-condo-for-sale-in-discovery-primea-urdaneta-village-makati-rs3914781.html
"4BR Condo for Sale in Uptown Ritz, Bonifacio Global City, Taguig - RS3877881","Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",None,183,2,4,4,121.050318,14.540867,Uptown Ritz,68000000,https://www.lamudi.com.ph/4br-condo-for-sale-in-uptown-ritz-bonifacio-global-city-taguig-rs3877881.html
"3BR Condo for Sale in The Beaufort, BGC, Taguig - RS1584981","Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,165,2,3,2,121.050318,14.540867,The Beaufort,47000000,https://www.lamudi.com.ph/3br-condo-for-sale-in-the-beaufort-bgc-taguig-rs1584981.html
"RFO 2 Bedroom Condominium For Sale at Sorrento Oasis, Pasig City","Rosario, Pasig",Condominium,"Condominium,double-bedroom",None,36,None,2,1,121.089097,14.588464,Sorrento Oasis,5300000,https://www.lamudi.com.ph/rfo-2-bedroom-condominium-for-sale-at-sorrento-oasis-pasig-city.html
"4BR House for Sale in Ayala Alabang Village, Muntinlupa - RS4390682","Alabang, Muntinlupa",House,"House,single-family-house",408,500,4,4,4,121.037608,14.4179774,None,97999999,https://www.lamudi.com.ph/4br-house-for-sale-in-ayala-alabang-village-muntinlupa-rs4390682.html
"5BR House for Sale in Forbes Park, Makati - RS0056982","Forbes Park, Makati",House,"House,single-family-house",2244,1644,10,5,5,121.037774,14.5464,None,920000000,https://www.lamudi.com.ph/5br-house-for-sale-in-forbes-park-makati-rs0056982.html
"8BR House for Sale in Ayala Alabang Village, Muntinlupa - RS3760582","Alabang, Muntinlupa",House,"House,single-family-house",4356,2500,1,8,8,121.037608,14.4179774,None,1000000000,https://www.lamudi.com.ph/8br-house-for-sale-in-ayala-alabang-village-muntinlupa-rs3760582.html
"Pre-selling 3BR 4-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinl...","Cupang, Muntinlupa",House,"House,townhouse",105,323.8,None,3,3,121.0388526,14.42624854,None,42857000,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-near-alabang-in-likha-residences-muntinlupa-typical-end-unit.html
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinl...","Cupang, Muntinlupa",House,"House,townhouse",92,250,None,3,3,121.0388526,14.42624854,None,28251000,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-near-alabang-in-likha-residences-muntinlupa-typical-unit-4.html
"2 Bedroom Condominium in Ermita, Manila, Parkview By Suntrust for Sale","Ermita, Manila",Condominium,"Condominium,double-bedroom",None,30,0,2,1,120.9825154,14.5860743,Parkview by Suntrust,5000000,https://www.lamudi.com.ph/2-bedroom-condominium-in-ermita-manila-parkview-by-suntrust-for-sale.html
two storey brand-new house and lot with pool located in angeles city for sale,"Amsic, Angeles",House,"House,single-family-house",200,240,1,5,5,120.595558,15.15043,None,17800000,https://www.lamudi.com.ph/two-storey-brand-new-house-and-lot-with-pool-located-in-angeles-city-for-sale.html
"For Sale 1,560 sqm Industrial Land in San Simon Industrial Park","Concepcion, San Simon",Land,"Land,commercial-lot",9000,None,None,None,None,120.871718,14.983635,None,14040000,https://www.lamudi.com.ph/for-sale-1-560-sqm-industrial-land-in-san-simon-industrial-park.html
"Residential Lot for Sale in Tungkong Mangga, San Jose del Monte, Bulacan","Tungkong Mangga, San Jose del Monte",Land,"Land,residential-lot",7543,None,None,None,None,121.110326,14.775711,None,75000000,https://www.lamudi.com.ph/residential-lot-for-sale-in-tungkong-mangga-san-jose-del-monte-bulacan.html
"For Sale 10 Unit Apartment in Brgy. San Jose, Angeles City, Pampanga","San Jose, Angeles",Apartment,"Apartment,apartments",None,627,None,20,10,120.610288,15.118645,None,14000000,https://www.lamudi.com.ph/for-sale-10-unit-apartment-in-brgy-san-jose-angeles-city-pampanga.html
Xavierville Ave.4-Storey House and Lot for Sale in Quezon City Nr. Katipunan Ave,"Loyola Heights, Quezon City",House,"House,single-family-house",508,2000,25,7,7,121.076504,14.640624,None,250000000,https://www.lamudi.com.ph/xavierville-ave-4-storey-house-and-lot-for-sale-in-quezon-city-nr-katipunan-ave.html
1 Bedroom Condo for sale in The Columns Ayala,"Bel-Air, Makati",Condominium,"Condominium,single-bedroom",None,47.93,None,1,1,121.0164734,14.56198653,The Columns at Ayala Avenue,5850000,https://www.lamudi.com.ph/1-bedroom-condo-for-sale-in-the-columns-ayala.html
"The Icon Residences 3BR Interior decorated Condo for Sale in Fort Bonifacio,BGC","Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,122,None,3,2,121.050318,14.540867,The Icon Residences,38000000,https://www.lamudi.com.ph/the-icon-residences-3br-interior-decorated-condo-for-sale-in-fort-bonifacio-bgc.html
"Hermosa, Bataan Agricultural lot for Sale","Sumalo, Hermosa",Land,"Land,agricutural-lot",37500,None,None,None,None,120.4690961,14.8045939,None,37500000,https://www.lamudi.com.ph/hermosa-bataan-agricultural-lot-for-sale.html
RUSH Sale 4BR Well Maintained Townhouse in San Antonio Makati,"San Antonio, Makati",House,"House,townhouse",71,126,1,4,3,121.009139,14.563865,None,15500000,https://www.lamudi.com.ph/rush-sale-4br-well-maintained-townhouse-in-san-antonio-makati.html
Silang Cavite Farm Lot For Sale 1 Hectare,"Kalubkob, Silang",Land,"Land,agricutural-lot",10000,None,None,None,None,120.950415,14.214615,None,25000000,https://www.lamudi.com.ph/silang-cavite-farm-lot-for-sale-1-hectare-1.html
"414 square meters Residential Lot For Sale at Alabang West, Las Pinas","Almanza Dos, Las Pinas",Land,"Land,residential-lot",414,None,None,None,None,121.0078767,14.4023926,None,35328000,https://www.lamudi.com.ph/414-square-meters-residential-lot-for-sale-at-alabang-west-las-pinas.html
"Filinvest Alabang Commercial Lot For Sale 2,634 SQM","Alabang, Muntinlupa",Land,"Land,commercial-lot",2634,None,None,None,None,121.037608,14.4179774,None,1161594000,https://www.lamudi.com.ph/filinvest-alabang-commercial-lot-for-sale-2-634-sqm.html
"Filinvest Alabang Commercial Lot For Sale 2,358 SQM","Alabang, Muntinlupa",Land,"Land,commercial-lot",2358,None,None,None,None,121.037608,14.4179774,None,1039878000,https://www.lamudi.com.ph/filinvest-alabang-commercial-lot-for-sale-2-358-sqm.html
6 Bedroom with 2 Carage House and Lot For Sale in Antipolo City,"Dalig, Antipolo",House,"House,single-family-house",240,321,2,6,5,121.195159,14.576725,None,6900000,https://www.lamudi.com.ph/6-bedroom-with-2-carage-house-and-lot-for-sale-in-antipolo-city.html
Botanika Filinvest Alabang 3 Bedroom Garden Unit Ready for Occupancy,"Alabang, Muntinlupa",Condominium,"Condominium,3-bedroom",None,263,3,3,None,121.037608,14.4179774,Botanika Nature Residences,76200000,https://www.lamudi.com.ph/botanika-filinvest-alabang-3-bedroom-garden-unit-ready-for-occupancy.html
Bristol Condo Alabang 2 Bedroom Ready for Occupancy,"Alabang, Muntinlupa",Condominium,"Condominium,double-bedroom",None,99,None,2,None,121.037608,14.4179774,Bristol at Parkway Place,21900000,https://www.lamudi.com.ph/bristol-condo-alabang-2-bedroom-ready-for-occupancy.html
Bristol Filinvest Alabang 2 Bedrooms Garden Unit Ready for Occupancy,"Alabang, Muntinlupa",Condominium,"Condominium,double-bedroom",None,121,None,2,None,121.037608,14.4179774,Bristol at Parkway Place,19700000,https://www.lamudi.com.ph/bristol-filinvest-alabang-2-bedrooms-garden-unit-ready-for-occupancy.html
Brentville Binan Lot For Sale Ready for House Construction,"Mampalasan, Binan",Land,"Land,residential-lot",216,None,None,None,None,121.0810444,14.2923053,None,9140000,https://www.lamudi.com.ph/brentville-binan-lot-for-sale-ready-for-house-construction.html
Brentville Binan 3 Bedroom House Ready for Occupancy,"Mampalasan, Binan",House,"House,single-family-house",461,340,None,3,3,121.0810444,14.2923053,None,34700000,https://www.lamudi.com.ph/brentville-binan-3-bedroom-house-ready-for-occupancy.html
"Filinvest Alabang Commercial Lot For Sale 2,265 sqm, Muntinlupa","Alabang, Muntinlupa",Land,"Land,commercial-lot",2265,None,None,None,None,121.037608,14.4179774,None,998865000,https://www.lamudi.com.ph/filinvest-alabang-commercial-lot-for-sale-2-265-sqm-muntinlupa.html
"Filinvest Alabang Commercial Lot For Sale 2,292 sqm, Muntinlupa","Alabang, Muntinlupa",Land,"Land,commercial-lot",2292,None,None,None,None,121.037608,14.4179774,None,1010772000,https://www.lamudi.com.ph/filinvest-alabang-commercial-lot-for-sale-2-292-sqm-muntinlupa.html
"335 square meters Property Lot on a Hill for sale in Binangonan, Rizal","Tayuman, Binangonan",Land,"Land,residential-lot",335,None,None,None,None,121.179212,14.527696,None,5000000,https://www.lamudi.com.ph/335-square-meters-property-lot-on-a-hill-for-sale-in-binangonan-rizal.html
For Sale: 38 sqm with 1 Bedroom Unit at Sonata Private Residences in Pasig City,"Ortigas CBD, Pasig",Condominium,"Condominium,single-bedroom",None,38,None,1,1,121.0585,14.58119,Sonata Private Residences,5500000,https://www.lamudi.com.ph/for-sale-38-sqm-with-1-bedroom-unit-at-sonata-private-residences-in-pasig-city.html
For Sale: 146 sqm with 3 Bedroom Unit at Sonata Private Residences in Pasig City,"Ortigas CBD, Pasig",Condominium,"Condominium,3-bedroom",None,146,1,3,None,121.0585,14.58119,Sonata Private Residences,22000000,https://www.lamudi.com.ph/for-sale-146-sqm-with-3-bedroom-unit-at-sonata-private-residences-in-pasig-city.html
For Sale: Fully-furnished 30.10 sqm with 1 Bedroom Unit at Horizons 101 in Cebu,"Cogon Ramos, Cebu",Condominium,"Condominium,single-bedroom",None,30.1,None,1,1,123.8983936,10.3054583,Horizons 101,7934754.59,https://www.lamudi.com.ph/for-sale-fully-furnished-30-10-sqm-with-1-bedroom-unit-at-horizons-101-in-cebu.html
For Sale: Fully-furnished 60.30 sqm with 2 Bedrooms Unit at Horizons 101 in Cebu,"Cogon Ramos, Cebu",Condominium,"Condominium,double-bedroom",None,60.3,None,2,None,123.8983936,10.3054583,Horizons 101,14468579.93,https://www.lamudi.com.ph/for-sale-fully-furnished-60-30-sqm-with-2-bedrooms-unit-at-horizons-101-in-cebu.html
Semi-fitted 2 Bedroom Loft at G A Tower along EDSA in Boni Ave Mandaluyong City,"Boni Avenue, Mandaluyong",Condominium,"Condominium,loft-1",None,40,None,2,2,121.041386,14.575547,G A Tower,3900000,https://www.lamudi.com.ph/semi-fitted-2-bedroom-loft-at-g-a-tower-along-edsa-in-boni-ave-mandaluyong-city.html
RUSH Sale: Trump Tower Manila 1 Bedroom SemiFurnsihed Condominium in Makati,"Poblacion, Makati",Condominium,"Condominium,single-bedroom",None,60,None,1,1,121.032076,14.56568,Trump Tower,15500000,https://www.lamudi.com.ph/rush-sale-trump-tower-manila-1-bedroom-semifurnsihed-condominium-in-makati.html
"The Enclave Fortune Lot For Sale near Clubhouse, Park and Entrance in Las Pinas","Almanza Dos, Las Pinas",Land,"Land,residential-lot",406,None,None,None,None,121.0078767,14.4023926,None,34510000,https://www.lamudi.com.ph/the-enclave-fortune-lot-for-sale-near-clubhouse-park-and-entrance-in-las-pinas.html
